date,product_id,inventory_level,demand,actual_sales,stockout_flag,order_quantity,reorder_point
2025-08-30,PRD_091,266,11,11,0,0,225.0
2025-08-31,PRD_091,262,4,4,0,0,225.0
2025-09-01,PRD_091,260,2,2,0,0,225.0
2025-09-02,PRD_091,253,7,7,0,0,225.0
2025-09-03,PRD_091,248,5,5,0,0,225.0
2025-09-04,PRD_091,241,7,7,0,0,225.0
2025-09-05,PRD_091,235,6,6,0,0,225.0
2025-09-06,PRD_091,228,7,7,0,0,225.0
2025-09-07,PRD_091,277,4,4,0,53,225.0
2025-09-08,PRD_091,271,6,6,0,0,225.0
2025-09-09,PRD_091,262,9,9,0,0,225.0
2025-09-10,PRD_091,251,11,11,0,0,225.0
2025-09-11,PRD_091,246,5,5,0,0,225.0
2025-09-12,PRD_091,244,2,2,0,0,225.0
2025-09-13,PRD_091,240,4,4,0,0,225.0
2025-09-14,PRD_091,239,1,1,0,0,225.0
2025-09-15,PRD_091,232,7,7,0,0,225.0
2025-09-16,PRD_091,229,3,3,0,0,225.0
2025-09-17,PRD_091,226,3,3,0,0,225.0
2025-09-18,PRD_091,275,4,4,0,53,225.0
2025-09-19,PRD_091,273,2,2,0,0,225.0
2025-09-20,PRD_091,270,3,3,0,0,225.0
2025-09-21,PRD_091,265,5,5,0,0,225.0
2025-09-22,PRD_091,258,7,7,0,0,225.0
2025-09-23,PRD_091,253,5,5,0,0,225.0
2025-03-28,PRD_088,118,8,8,0,0,25.6
2025-03-29,PRD_088,115,3,3,0,0,25.6
2025-03-30,PRD_088,111,4,4,0,0,25.6
2025-03-31,PRD_088,107,4,4,0,0,25.6
2025-04-01,PRD_088,105,2,2,0,0,25.6
2025-04-02,PRD_088,99,6,6,0,0,25.6
2025-04-03,PRD_088,96,3,3,0,0,25.6
2025-04-04,PRD_088,93,3,3,0,0,25.6
2025-04-05,PRD_088,89,4,4,0,0,25.6
2025-04-06,PRD_088,85,4,4,0,0,25.6
2025-04-07,PRD_088,80,5,5,0,0,25.6
2025-04-08,PRD_088,76,4,4,0,0,25.6
2025-04-09,PRD_088,70,6,6,0,0,25.6
2025-04-10,PRD_088,66,4,4,0,0,25.6
2025-04-11,PRD_088,59,7,7,0,0,25.6
2025-04-12,PRD_088,50,9,9,0,0,25.6
2025-04-13,PRD_088,47,3,3,0,0,25.6
2025-04-14,PRD_088,43,4,4,0,0,25.6
2025-04-15,PRD_088,40,3,3,0,0,25.6
2025-04-16,PRD_088,36,4,4,0,0,25.6
2025-04-17,PRD_088,31,5,5,0,0,25.6
2025-04-18,PRD_088,28,3,3,0,0,25.6
2025-04-19,PRD_088,107,5,5,0,84,25.6
2025-04-20,PRD_088,98,9,9,0,0,25.6
2025-04-21,PRD_088,92,6,6,0,0,25.6
2025-04-22,PRD_088,84,8,8,0,0,25.6
2025-04-23,PRD_088,81,3,3,0,0,25.6
2025-04-24,PRD_088,76,5,5,0,0,25.6
2025-04-25,PRD_088,69,7,7,0,0,25.6
2025-04-26,PRD_088,66,3,3,0,0,25.6
2025-04-27,PRD_088,63,3,3,0,0,25.6
2025-04-28,PRD_088,57,6,6,0,0,25.6
2025-04-29,PRD_088,53,4,4,0,0,25.6
2025-04-30,PRD_088,49,4,4,0,0,25.6
2025-05-01,PRD_088,47,2,2,0,0,25.6
2025-05-02,PRD_088,45,2,2,0,0,25.6
2025-05-03,PRD_088,42,3,3,0,0,25.6
2025-05-04,PRD_088,38,4,4,0,0,25.6
2025-05-05,PRD_088,32,6,6,0,0,25.6
2025-05-06,PRD_088,28,4,4,0,0,25.6
2025-05-07,PRD_088,107,5,5,0,84,25.6
2025-05-08,PRD_088,103,4,4,0,0,25.6
2025-05-09,PRD_088,97,6,6,0,0,25.6
2025-05-10,PRD_088,90,7,7,0,0,25.6
2025-05-11,PRD_088,86,4,4,0,0,25.6
2025-05-12,PRD_088,84,2,2,0,0,25.6
2025-05-13,PRD_088,82,2,2,0,0,25.6
2025-05-14,PRD_088,79,3,3,0,0,25.6
2025-05-15,PRD_088,73,6,6,0,0,25.6
2025-05-16,PRD_088,69,4,4,0,0,25.6
2025-05-17,PRD_088,66,3,3,0,0,25.6
2025-05-18,PRD_088,62,4,4,0,0,25.6
2025-05-19,PRD_088,59,3,3,0,0,25.6
2025-05-20,PRD_088,50,9,9,0,0,25.6
2025-05-21,PRD_088,47,3,3,0,0,25.6
2025-05-22,PRD_088,39,8,8,0,0,25.6
2025-05-23,PRD_088,35,4,4,0,0,25.6
2025-05-24,PRD_088,31,4,4,0,0,25.6
2025-05-25,PRD_088,30,1,1,0,0,25.6
2025-05-26,PRD_088,26,4,4,0,0,25.6
2025-05-27,PRD_088,103,7,7,0,84,25.6
2025-05-28,PRD_088,97,6,6,0,0,25.6
2025-05-29,PRD_088,91,6,6,0,0,25.6
2025-05-30,PRD_088,82,9,9,0,0,25.6
2025-05-31,PRD_088,78,4,4,0,0,25.6
2025-06-01,PRD_088,75,3,3,0,0,25.6
2025-06-02,PRD_088,67,8,8,0,0,25.6
2025-06-03,PRD_088,64,3,3,0,0,25.6
2025-06-04,PRD_088,62,2,2,0,0,25.6
2025-06-05,PRD_088,60,2,2,0,0,25.6
2025-06-06,PRD_088,52,8,8,0,0,25.6
2025-06-07,PRD_088,48,4,4,0,0,25.6
2025-06-08,PRD_088,42,6,6,0,0,25.6
2025-06-09,PRD_088,37,5,5,0,0,25.6
2025-06-10,PRD_088,28,9,9,0,0,25.6
2025-06-11,PRD_088,108,4,4,0,84,25.6
2025-06-12,PRD_088,103,5,5,0,0,25.6
2025-06-13,PRD_088,95,8,8,0,0,25.6
2025-06-14,PRD_088,93,2,2,0,0,25.6
2025-06-15,PRD_088,85,8,8,0,0,25.6
2025-06-16,PRD_088,80,5,5,0,0,25.6
2025-06-17,PRD_088,75,5,5,0,0,25.6
2025-06-18,PRD_088,73,2,2,0,0,25.6
2025-06-19,PRD_088,65,8,8,0,0,25.6
2025-06-20,PRD_088,56,9,9,0,0,25.6
2025-06-21,PRD_088,53,3,3,0,0,25.6
2025-06-22,PRD_088,49,4,4,0,0,25.6
2025-06-23,PRD_088,45,4,4,0,0,25.6
2025-06-24,PRD_088,41,4,4,0,0,25.6
2025-06-25,PRD_088,32,9,9,0,0,25.6
2025-06-26,PRD_088,27,5,5,0,0,25.6
2025-06-27,PRD_088,105,6,6,0,84,25.6
2025-06-28,PRD_088,98,7,7,0,0,25.6
2025-06-29,PRD_088,86,12,12,0,0,25.6
2025-06-30,PRD_088,75,11,11,0,0,25.6
2025-07-01,PRD_088,69,6,6,0,0,25.6
2025-07-02,PRD_088,65,4,4,0,0,25.6
2025-07-03,PRD_088,60,5,5,0,0,25.6
2025-07-04,PRD_088,55,5,5,0,0,25.6
2025-07-05,PRD_088,51,4,4,0,0,25.6
2025-07-06,PRD_088,46,5,5,0,0,25.6
2025-07-07,PRD_088,40,6,6,0,0,25.6
2025-07-08,PRD_088,40,0,0,0,0,25.6
2025-07-09,PRD_088,36,4,4,0,0,25.6
2025-07-10,PRD_088,32,4,4,0,0,25.6
2025-07-11,PRD_088,109,7,7,0,84,25.6
2025-07-12,PRD_088,100,9,9,0,0,25.6
2025-07-13,PRD_088,97,3,3,0,0,25.6
2025-07-14,PRD_088,93,4,4,0,0,25.6
2025-07-15,PRD_088,89,4,4,0,0,25.6
2025-07-16,PRD_088,87,2,2,0,0,25.6
2025-07-17,PRD_088,82,5,5,0,0,25.6
2025-07-18,PRD_088,75,7,7,0,0,25.6
2025-07-19,PRD_088,73,2,2,0,0,25.6
2025-07-20,PRD_088,65,8,8,0,0,25.6
2025-07-21,PRD_088,60,5,5,0,0,25.6
2025-07-22,PRD_088,54,6,6,0,0,25.6
2025-07-23,PRD_088,50,4,4,0,0,25.6
2025-07-24,PRD_088,45,5,5,0,0,25.6
2025-07-25,PRD_088,36,9,9,0,0,25.6
2025-07-26,PRD_088,33,3,3,0,0,25.6
2025-07-27,PRD_088,29,4,4,0,0,25.6
2025-07-28,PRD_088,108,5,5,0,84,25.6
2025-07-29,PRD_088,104,4,4,0,0,25.6
2025-07-30,PRD_088,101,3,3,0,0,25.6
2025-07-31,PRD_088,92,9,9,0,0,25.6
2025-08-01,PRD_088,88,4,4,0,0,25.6
2025-08-02,PRD_088,83,5,5,0,0,25.6
2025-08-03,PRD_088,79,4,4,0,0,25.6
2025-08-04,PRD_088,73,6,6,0,0,25.6
2025-08-05,PRD_088,67,6,6,0,0,25.6
2025-08-06,PRD_088,60,7,7,0,0,25.6
2025-08-07,PRD_088,55,5,5,0,0,25.6
2025-08-08,PRD_088,47,8,8,0,0,25.6
2025-08-09,PRD_088,42,5,5,0,0,25.6
2025-08-10,PRD_088,40,2,2,0,0,25.6
2025-08-11,PRD_088,37,3,3,0,0,25.6
2025-08-12,PRD_088,35,2,2,0,0,25.6
2025-08-13,PRD_088,30,5,5,0,0,25.6
2025-08-14,PRD_088,27,3,3,0,0,25.6
2025-08-15,PRD_088,108,3,3,0,84,25.6
2025-08-16,PRD_088,102,6,6,0,0,25.6
2025-08-17,PRD_088,95,7,7,0,0,25.6
2025-08-18,PRD_088,89,6,6,0,0,25.6
2025-08-19,PRD_088,81,8,8,0,0,25.6
2025-08-20,PRD_088,80,1,1,0,0,25.6
2025-08-21,PRD_088,78,2,2,0,0,25.6
2025-08-22,PRD_088,73,5,5,0,0,25.6
2025-08-23,PRD_088,68,5,5,0,0,25.6
2025-08-24,PRD_088,64,4,4,0,0,25.6
2025-08-25,PRD_088,60,4,4,0,0,25.6
2025-08-26,PRD_088,56,4,4,0,0,25.6
2025-08-27,PRD_088,49,7,7,0,0,25.6
2025-08-28,PRD_088,45,4,4,0,0,25.6
2025-08-29,PRD_088,40,5,5,0,0,25.6
2025-08-30,PRD_088,36,4,4,0,0,25.6
2025-08-31,PRD_088,33,3,3,0,0,25.6
2025-09-01,PRD_088,27,6,6,0,0,25.6
2025-09-02,PRD_088,104,7,7,0,84,25.6
2025-09-03,PRD_088,96,8,8,0,0,25.6
2025-09-04,PRD_088,93,3,3,0,0,25.6
2025-09-05,PRD_088,90,3,3,0,0,25.6
2025-09-06,PRD_088,83,7,7,0,0,25.6
2025-09-07,PRD_088,81,2,2,0,0,25.6
2025-09-08,PRD_088,78,3,3,0,0,25.6
2025-09-09,PRD_088,75,3,3,0,0,25.6
2025-09-10,PRD_088,71,4,4,0,0,25.6
2025-09-11,PRD_088,67,4,4,0,0,25.6
2025-09-12,PRD_088,66,1,1,0,0,25.6
2025-09-13,PRD_088,61,5,5,0,0,25.6
2025-09-14,PRD_088,51,10,10,0,0,25.6
2025-09-15,PRD_088,46,5,5,0,0,25.6
2025-09-16,PRD_088,37,9,9,0,0,25.6
2025-09-17,PRD_088,36,1,1,0,0,25.6
2025-09-18,PRD_088,31,5,5,0,0,25.6
2025-09-19,PRD_088,106,9,9,0,84,25.6
2025-09-20,PRD_088,98,8,8,0,0,25.6
2025-09-21,PRD_088,96,2,2,0,0,25.6
2025-09-22,PRD_088,93,3,3,0,0,25.6
2025-09-23,PRD_088,90,3,3,0,0,25.6
2025-03-28,PRD_022,153,2,2,0,62,120.1
2025-03-29,PRD_022,151,2,2,0,0,120.1
2025-03-30,PRD_022,150,1,1,0,0,120.1
2025-03-31,PRD_022,144,6,6,0,0,120.1
2025-04-01,PRD_022,142,2,2,0,0,120.1
2025-04-02,PRD_022,136,6,6,0,0,120.1
2025-04-03,PRD_022,131,5,5,0,0,120.1
2025-04-04,PRD_022,126,5,5,0,0,120.1
2025-04-05,PRD_022,121,5,5,0,0,120.1
2025-04-06,PRD_022,181,2,2,0,62,120.1
2025-04-07,PRD_022,179,2,2,0,0,120.1
2025-04-08,PRD_022,175,4,4,0,0,120.1
2025-04-09,PRD_022,168,7,7,0,0,120.1
2025-04-10,PRD_022,165,3,3,0,0,120.1
2025-04-11,PRD_022,159,6,6,0,0,120.1
2025-04-12,PRD_022,155,4,4,0,0,120.1
2025-04-13,PRD_022,151,4,4,0,0,120.1
2025-04-14,PRD_022,147,4,4,0,0,120.1
2025-04-15,PRD_022,142,5,5,0,0,120.1
2025-04-16,PRD_022,138,4,4,0,0,120.1
2025-04-17,PRD_022,136,2,2,0,0,120.1
2025-04-18,PRD_022,131,5,5,0,0,120.1
2025-04-19,PRD_022,127,4,4,0,0,120.1
2025-04-20,PRD_022,121,6,6,0,0,120.1
2025-04-21,PRD_022,178,5,5,0,62,120.1
2025-04-22,PRD_022,178,0,0,0,0,120.1
2025-04-23,PRD_022,174,4,4,0,0,120.1
2025-04-24,PRD_022,172,2,2,0,0,120.1
2025-04-25,PRD_022,168,4,4,0,0,120.1
2025-04-26,PRD_022,166,2,2,0,0,120.1
2025-04-27,PRD_022,163,3,3,0,0,120.1
2025-04-28,PRD_022,158,5,5,0,0,120.1
2025-04-29,PRD_022,152,6,6,0,0,120.1
2025-04-30,PRD_022,146,6,6,0,0,120.1
2025-05-01,PRD_022,142,4,4,0,0,120.1
2025-05-02,PRD_022,139,3,3,0,0,120.1
2025-05-03,PRD_022,134,5,5,0,0,120.1
2025-05-04,PRD_022,128,6,6,0,0,120.1
2025-05-05,PRD_022,122,6,6,0,0,120.1
2025-05-06,PRD_022,180,4,4,0,62,120.1
2025-05-07,PRD_022,178,2,2,0,0,120.1
2025-05-08,PRD_022,173,5,5,0,0,120.1
2025-05-09,PRD_022,169,4,4,0,0,120.1
2025-05-10,PRD_022,165,4,4,0,0,120.1
2025-05-11,PRD_022,156,9,9,0,0,120.1
2025-05-12,PRD_022,153,3,3,0,0,120.1
2025-05-13,PRD_022,150,3,3,0,0,120.1
2025-05-14,PRD_022,142,8,8,0,0,120.1
2025-05-15,PRD_022,138,4,4,0,0,120.1
2025-05-16,PRD_022,135,3,3,0,0,120.1
2025-05-17,PRD_022,125,10,10,0,0,120.1
2025-05-18,PRD_022,121,4,4,0,0,120.1
2025-05-19,PRD_022,180,3,3,0,62,120.1
2025-05-20,PRD_022,173,7,7,0,0,120.1
2025-05-21,PRD_022,166,7,7,0,0,120.1
2025-05-22,PRD_022,162,4,4,0,0,120.1
2025-05-23,PRD_022,157,5,5,0,0,120.1
2025-05-24,PRD_022,155,2,2,0,0,120.1
2025-05-25,PRD_022,153,2,2,0,0,120.1
2025-05-26,PRD_022,148,5,5,0,0,120.1
2025-05-27,PRD_022,147,1,1,0,0,120.1
2025-05-28,PRD_022,142,5,5,0,0,120.1
2025-05-29,PRD_022,135,7,7,0,0,120.1
2025-05-30,PRD_022,135,0,0,0,0,120.1
2025-05-31,PRD_022,130,5,5,0,0,120.1
2025-06-01,PRD_022,125,5,5,0,0,120.1
2025-06-02,PRD_022,182,5,5,0,62,120.1
2025-06-03,PRD_022,177,5,5,0,0,120.1
2025-06-04,PRD_022,172,5,5,0,0,120.1
2025-06-05,PRD_022,170,2,2,0,0,120.1
2025-06-06,PRD_022,167,3,3,0,0,120.1
2025-06-07,PRD_022,166,1,1,0,0,120.1
2025-06-08,PRD_022,163,3,3,0,0,120.1
2025-06-09,PRD_022,160,3,3,0,0,120.1
2025-06-10,PRD_022,157,3,3,0,0,120.1
2025-06-11,PRD_022,151,6,6,0,0,120.1
2025-06-12,PRD_022,149,2,2,0,0,120.1
2025-06-13,PRD_022,145,4,4,0,0,120.1
2025-06-14,PRD_022,141,4,4,0,0,120.1
2025-06-15,PRD_022,137,4,4,0,0,120.1
2025-06-16,PRD_022,135,2,2,0,0,120.1
2025-06-17,PRD_022,130,5,5,0,0,120.1
2025-06-18,PRD_022,127,3,3,0,0,120.1
2025-06-19,PRD_022,123,4,4,0,0,120.1
2025-06-20,PRD_022,180,5,5,0,62,120.1
2025-06-21,PRD_022,176,4,4,0,0,120.1
2025-06-22,PRD_022,174,2,2,0,0,120.1
2025-06-23,PRD_022,169,5,5,0,0,120.1
2025-06-24,PRD_022,168,1,1,0,0,120.1
2025-06-25,PRD_022,163,5,5,0,0,120.1
2025-06-26,PRD_022,160,3,3,0,0,120.1
2025-06-27,PRD_022,156,4,4,0,0,120.1
2025-06-28,PRD_022,153,3,3,0,0,120.1
2025-06-29,PRD_022,147,6,6,0,0,120.1
2025-06-30,PRD_022,145,2,2,0,0,120.1
2025-07-01,PRD_022,142,3,3,0,0,120.1
2025-07-02,PRD_022,135,7,7,0,0,120.1
2025-07-03,PRD_022,128,7,7,0,0,120.1
2025-07-04,PRD_022,124,4,4,0,0,120.1
2025-07-05,PRD_022,121,3,3,0,0,120.1
2025-07-06,PRD_022,180,3,3,0,62,120.1
2025-07-07,PRD_022,177,3,3,0,0,120.1
2025-07-08,PRD_022,172,5,5,0,0,120.1
2025-07-09,PRD_022,170,2,2,0,0,120.1
2025-07-10,PRD_022,166,4,4,0,0,120.1
2025-07-11,PRD_022,159,7,7,0,0,120.1
2025-07-12,PRD_022,156,3,3,0,0,120.1
2025-07-13,PRD_022,154,2,2,0,0,120.1
2025-07-14,PRD_022,149,5,5,0,0,120.1
2025-07-15,PRD_022,141,8,8,0,0,120.1
2025-07-16,PRD_022,139,2,2,0,0,120.1
2025-07-17,PRD_022,136,3,3,0,0,120.1
2025-07-18,PRD_022,129,7,7,0,0,120.1
2025-07-19,PRD_022,126,3,3,0,0,120.1
2025-07-20,PRD_022,181,7,7,0,62,120.1
2025-07-21,PRD_022,179,2,2,0,0,120.1
2025-07-22,PRD_022,175,4,4,0,0,120.1
2025-07-23,PRD_022,172,3,3,0,0,120.1
2025-07-24,PRD_022,169,3,3,0,0,120.1
2025-07-25,PRD_022,164,5,5,0,0,120.1
2025-07-26,PRD_022,159,5,5,0,0,120.1
2025-07-27,PRD_022,153,6,6,0,0,120.1
2025-07-28,PRD_022,151,2,2,0,0,120.1
2025-07-29,PRD_022,144,7,7,0,0,120.1
2025-07-30,PRD_022,138,6,6,0,0,120.1
2025-07-31,PRD_022,134,4,4,0,0,120.1
2025-08-01,PRD_022,130,4,4,0,0,120.1
2025-08-02,PRD_022,124,6,6,0,0,120.1
2025-08-03,PRD_022,181,5,5,0,62,120.1
2025-08-04,PRD_022,180,1,1,0,0,120.1
2025-08-05,PRD_022,175,5,5,0,0,120.1
2025-08-06,PRD_022,171,4,4,0,0,120.1
2025-08-07,PRD_022,168,3,3,0,0,120.1
2025-08-08,PRD_022,165,3,3,0,0,120.1
2025-08-09,PRD_022,159,6,6,0,0,120.1
2025-08-10,PRD_022,156,3,3,0,0,120.1
2025-08-11,PRD_022,146,10,10,0,0,120.1
2025-08-12,PRD_022,143,3,3,0,0,120.1
2025-08-13,PRD_022,139,4,4,0,0,120.1
2025-08-14,PRD_022,136,3,3,0,0,120.1
2025-08-15,PRD_022,133,3,3,0,0,120.1
2025-08-16,PRD_022,126,7,7,0,0,120.1
2025-08-17,PRD_022,182,6,6,0,62,120.1
2025-08-18,PRD_022,179,3,3,0,0,120.1
2025-08-19,PRD_022,177,2,2,0,0,120.1
2025-08-20,PRD_022,175,2,2,0,0,120.1
2025-08-21,PRD_022,171,4,4,0,0,120.1
2025-08-22,PRD_022,168,3,3,0,0,120.1
2025-08-23,PRD_022,162,6,6,0,0,120.1
2025-08-24,PRD_022,158,4,4,0,0,120.1
2025-08-25,PRD_022,152,6,6,0,0,120.1
2025-08-26,PRD_022,148,4,4,0,0,120.1
2025-08-27,PRD_022,147,1,1,0,0,120.1
2025-08-28,PRD_022,142,5,5,0,0,120.1
2025-08-29,PRD_022,135,7,7,0,0,120.1
2025-08-30,PRD_022,131,4,4,0,0,120.1
2025-08-31,PRD_022,126,5,5,0,0,120.1
2025-09-01,PRD_022,124,2,2,0,0,120.1
2025-09-02,PRD_022,180,6,6,0,62,120.1
2025-09-03,PRD_022,178,2,2,0,0,120.1
2025-09-04,PRD_022,176,2,2,0,0,120.1
2025-09-05,PRD_022,175,1,1,0,0,120.1
2025-09-06,PRD_022,173,2,2,0,0,120.1
2025-09-07,PRD_022,170,3,3,0,0,120.1
2025-09-08,PRD_022,168,2,2,0,0,120.1
2025-09-09,PRD_022,162,6,6,0,0,120.1
2025-09-10,PRD_022,156,6,6,0,0,120.1
2025-09-11,PRD_022,153,3,3,0,0,120.1
2025-09-12,PRD_022,148,5,5,0,0,120.1
2025-09-13,PRD_022,146,2,2,0,0,120.1
2025-09-14,PRD_022,143,3,3,0,0,120.1
2025-09-15,PRD_022,139,4,4,0,0,120.1
2025-09-16,PRD_022,135,4,4,0,0,120.1
2025-09-17,PRD_022,131,4,4,0,0,120.1
2025-09-18,PRD_022,131,0,0,0,0,120.1
2025-09-19,PRD_022,128,3,3,0,0,120.1
2025-09-20,PRD_022,125,3,3,0,0,120.1
2025-09-21,PRD_022,180,7,7,0,62,120.1
2025-09-22,PRD_022,177,3,3,0,0,120.1
2025-09-23,PRD_022,164,13,13,0,0,120.1
2025-03-28,PRD_044,102,1,1,0,41,66.1
2025-03-29,PRD_044,100,2,2,0,0,66.1
2025-03-30,PRD_044,98,2,2,0,0,66.1
2025-03-31,PRD_044,90,8,8,0,0,66.1
2025-04-01,PRD_044,90,0,0,0,0,66.1
2025-04-02,PRD_044,89,1,1,0,0,66.1
2025-04-03,PRD_044,86,3,3,0,0,66.1
2025-04-04,PRD_044,86,0,0,0,0,66.1
2025-04-05,PRD_044,80,6,6,0,0,66.1
2025-04-06,PRD_044,77,3,3,0,0,66.1
2025-04-07,PRD_044,74,3,3,0,0,66.1
2025-04-08,PRD_044,73,1,1,0,0,66.1
2025-04-09,PRD_044,68,5,5,0,0,66.1
2025-04-10,PRD_044,105,4,4,0,41,66.1
2025-04-11,PRD_044,102,3,3,0,0,66.1
2025-04-12,PRD_044,99,3,3,0,0,66.1
2025-04-13,PRD_044,92,7,7,0,0,66.1
2025-04-14,PRD_044,92,0,0,0,0,66.1
2025-04-15,PRD_044,89,3,3,0,0,66.1
2025-04-16,PRD_044,83,6,6,0,0,66.1
2025-04-17,PRD_044,78,5,5,0,0,66.1
2025-04-18,PRD_044,73,5,5,0,0,66.1
2025-04-19,PRD_044,70,3,3,0,0,66.1
2025-04-20,PRD_044,69,1,1,0,0,66.1
2025-04-21,PRD_044,103,7,7,0,41,66.1
2025-04-22,PRD_044,99,4,4,0,0,66.1
2025-04-23,PRD_044,93,6,6,0,0,66.1
2025-04-24,PRD_044,88,5,5,0,0,66.1
2025-04-25,PRD_044,85,3,3,0,0,66.1
2025-04-26,PRD_044,83,2,2,0,0,66.1
2025-04-27,PRD_044,78,5,5,0,0,66.1
2025-04-28,PRD_044,75,3,3,0,0,66.1
2025-04-29,PRD_044,73,2,2,0,0,66.1
2025-04-30,PRD_044,69,4,4,0,0,66.1
2025-05-01,PRD_044,67,2,2,0,0,66.1
2025-05-02,PRD_044,102,6,6,0,41,66.1
2025-05-03,PRD_044,100,2,2,0,0,66.1
2025-05-04,PRD_044,95,5,5,0,0,66.1
2025-05-05,PRD_044,94,1,1,0,0,66.1
2025-05-06,PRD_044,92,2,2,0,0,66.1
2025-05-07,PRD_044,85,7,7,0,0,66.1
2025-05-08,PRD_044,79,6,6,0,0,66.1
2025-05-09,PRD_044,73,6,6,0,0,66.1
2025-05-10,PRD_044,67,6,6,0,0,66.1
2025-05-11,PRD_044,105,3,3,0,41,66.1
2025-05-12,PRD_044,104,1,1,0,0,66.1
2025-05-13,PRD_044,101,3,3,0,0,66.1
2025-05-14,PRD_044,98,3,3,0,0,66.1
2025-05-15,PRD_044,94,4,4,0,0,66.1
2025-05-16,PRD_044,91,3,3,0,0,66.1
2025-05-17,PRD_044,87,4,4,0,0,66.1
2025-05-18,PRD_044,84,3,3,0,0,66.1
2025-05-19,PRD_044,80,4,4,0,0,66.1
2025-05-20,PRD_044,75,5,5,0,0,66.1
2025-05-21,PRD_044,72,3,3,0,0,66.1
2025-05-22,PRD_044,68,4,4,0,0,66.1
2025-05-23,PRD_044,107,2,2,0,41,66.1
2025-05-24,PRD_044,100,7,7,0,0,66.1
2025-05-25,PRD_044,96,4,4,0,0,66.1
2025-05-26,PRD_044,95,1,1,0,0,66.1
2025-05-27,PRD_044,93,2,2,0,0,66.1
2025-05-28,PRD_044,89,4,4,0,0,66.1
2025-05-29,PRD_044,86,3,3,0,0,66.1
2025-05-30,PRD_044,81,5,5,0,0,66.1
2025-05-31,PRD_044,78,3,3,0,0,66.1
2025-06-01,PRD_044,71,7,7,0,0,66.1
2025-06-02,PRD_044,68,3,3,0,0,66.1
2025-06-03,PRD_044,106,3,3,0,41,66.1
2025-06-04,PRD_044,103,3,3,0,0,66.1
2025-06-05,PRD_044,98,5,5,0,0,66.1
2025-06-06,PRD_044,92,6,6,0,0,66.1
2025-06-07,PRD_044,90,2,2,0,0,66.1
2025-06-08,PRD_044,85,5,5,0,0,66.1
2025-06-09,PRD_044,79,6,6,0,0,66.1
2025-06-10,PRD_044,78,1,1,0,0,66.1
2025-06-11,PRD_044,72,6,6,0,0,66.1
2025-06-12,PRD_044,69,3,3,0,0,66.1
2025-06-13,PRD_044,106,4,4,0,41,66.1
2025-06-14,PRD_044,103,3,3,0,0,66.1
2025-06-15,PRD_044,100,3,3,0,0,66.1
2025-06-16,PRD_044,96,4,4,0,0,66.1
2025-06-17,PRD_044,94,2,2,0,0,66.1
2025-06-18,PRD_044,90,4,4,0,0,66.1
2025-06-19,PRD_044,88,2,2,0,0,66.1
2025-06-20,PRD_044,84,4,4,0,0,66.1
2025-06-21,PRD_044,79,5,5,0,0,66.1
2025-06-22,PRD_044,76,3,3,0,0,66.1
2025-06-23,PRD_044,73,3,3,0,0,66.1
2025-06-24,PRD_044,68,5,5,0,0,66.1
2025-06-25,PRD_044,106,3,3,0,41,66.1
2025-06-26,PRD_044,103,3,3,0,0,66.1
2025-06-27,PRD_044,103,0,0,0,0,66.1
2025-06-28,PRD_044,99,4,4,0,0,66.1
2025-06-29,PRD_044,97,2,2,0,0,66.1
2025-06-30,PRD_044,94,3,3,0,0,66.1
2025-07-01,PRD_044,94,0,0,0,0,66.1
2025-07-02,PRD_044,92,2,2,0,0,66.1
2025-07-03,PRD_044,87,5,5,0,0,66.1
2025-07-04,PRD_044,85,2,2,0,0,66.1
2025-07-05,PRD_044,82,3,3,0,0,66.1
2025-07-06,PRD_044,82,0,0,0,0,66.1
2025-07-07,PRD_044,79,3,3,0,0,66.1
2025-07-08,PRD_044,76,3,3,0,0,66.1
2025-07-09,PRD_044,107,10,10,0,41,66.1
2025-07-10,PRD_044,103,4,4,0,0,66.1
2025-07-11,PRD_044,100,3,3,0,0,66.1
2025-07-12,PRD_044,98,2,2,0,0,66.1
2025-07-13,PRD_044,93,5,5,0,0,66.1
2025-07-14,PRD_044,90,3,3,0,0,66.1
2025-07-15,PRD_044,87,3,3,0,0,66.1
2025-07-16,PRD_044,85,2,2,0,0,66.1
2025-07-17,PRD_044,81,4,4,0,0,66.1
2025-07-18,PRD_044,75,6,6,0,0,66.1
2025-07-19,PRD_044,73,2,2,0,0,66.1
2025-07-20,PRD_044,70,3,3,0,0,66.1
2025-07-21,PRD_044,68,2,2,0,0,66.1
2025-07-22,PRD_044,102,7,7,0,41,66.1
2025-07-23,PRD_044,101,1,1,0,0,66.1
2025-07-24,PRD_044,98,3,3,0,0,66.1
2025-07-25,PRD_044,90,8,8,0,0,66.1
2025-07-26,PRD_044,89,1,1,0,0,66.1
2025-07-27,PRD_044,87,2,2,0,0,66.1
2025-07-28,PRD_044,83,4,4,0,0,66.1
2025-07-29,PRD_044,81,2,2,0,0,66.1
2025-07-30,PRD_044,76,5,5,0,0,66.1
2025-07-31,PRD_044,72,4,4,0,0,66.1
2025-08-01,PRD_044,67,5,5,0,0,66.1
2025-08-02,PRD_044,103,5,5,0,41,66.1
2025-08-03,PRD_044,100,3,3,0,0,66.1
2025-08-04,PRD_044,97,3,3,0,0,66.1
2025-08-05,PRD_044,94,3,3,0,0,66.1
2025-08-06,PRD_044,91,3,3,0,0,66.1
